,entailScore,sentence1,sentence2
257,0.2782,liquid,"hazardous situations as it is easy to trip over kick-scooters and/or bicycles , or drive over them with a car . "
258,0.2782,liquid," difficult pouring : when improperly stored at ambient temperature , kegs of draught beer will warm quickly and become difficult to pour in ... "
259,0.2782,liquid, solve multiple problems 
260,0.2782,liquid," a format that can be used to support both data publication and analysis , including "
261,0.2782,liquid, fulfill these requirements by offering three copy services premium features 
262,0.2782,liquid, transcend these challenges 
263,0.2782,liquid, store your capsules easily 
264,0.2782,liquid, data corruption . 
265,0.2782,liquid, manage temporary supply chain disruptions and lng transit times 
266,0.2782,liquid, joint stiffening and swelling and complex skeletal deformities known as dysostosis multiplex . 
267,0.2782,liquid, protect it and makes retrieving it later much easier 
268,0.2782,liquid, a severe suppression in the voltage of the foam positive electrode . 
269,0.2782,liquid, obtain or raise loans by providing collateral security of the goods stored 
270,0.2782,liquid, address renewable energy intermittency 
271,0.2782,liquid, to the 
272,0.2782,liquid," organize hand tools , parts , power tools , etc. "
273,0.2782,liquid," maintain a satisfactory level of service as demand varies with the time of day , to ensure continued service during "
274,0.2782,liquid, address many of the performance issues associated with virtualized data centers 
275,0.2782,liquid, keep coins from degrading in quality or picking up marks or damage 
276,0.2782,liquid, ensure that a configuration item will not disappear or be damaged 
277,0.2782,liquid, ensure uninterrupted recording of mission-critical audio and video 
278,0.2782,liquid, preserve your boat 's finishes 
279,0.2782,liquid, achieve numerous benefits of server virtualization 
280,0.2782,liquid, preserve the quality and nutritional value of the foods you purchase 
281,0.2782,liquid, address this issue 
282,0.2782,liquid, put produces in a suitable environment to maintain the freshness and to extend the duration of its availability 
283,0.2782,liquid," serve as a reservoir to handle constant , sudden or unusually high demands for air/gas that can exceed the capacity of the "
284,0.2782,liquid, sedentism . 
285,0.2782,liquid, ensure a constant supply of needed goods any food or ingredient removed from its 
286,0.2782,liquid, minimize daytime noise pollution 
287,0.2782,liquid," helps to even out fluctuations in market supply , both from one season to the next and from one year to the next , by taking produce off the market in ... "
288,0.2782,liquid, prevent these damages from happening
289,0.2782,it cools,"hazardous situations as it is easy to trip over kick-scooters and/or bicycles , or drive over them with a car . "
290,0.2782,it cools," difficult pouring : when improperly stored at ambient temperature , kegs of draught beer will warm quickly and become difficult to pour in ... "
291,0.2782,it cools, solve multiple problems 
292,0.2782,it cools," a format that can be used to support both data publication and analysis , including "
293,0.2782,it cools, fulfill these requirements by offering three copy services premium features 
294,0.2782,it cools, transcend these challenges 
295,0.2782,it cools, store your capsules easily 
296,0.2782,it cools, data corruption . 
297,0.2782,it cools, manage temporary supply chain disruptions and lng transit times 
298,0.2782,it cools, joint stiffening and swelling and complex skeletal deformities known as dysostosis multiplex . 
299,0.2782,it cools, protect it and makes retrieving it later much easier 
300,0.2782,it cools, a severe suppression in the voltage of the foam positive electrode . 
301,0.2782,it cools, obtain or raise loans by providing collateral security of the goods stored 
302,0.2782,it cools, address renewable energy intermittency 
303,0.2782,it cools, to the 
304,0.2782,it cools," organize hand tools , parts , power tools , etc. "
305,0.2782,it cools," maintain a satisfactory level of service as demand varies with the time of day , to ensure continued service during "
306,0.2782,it cools, address many of the performance issues associated with virtualized data centers 
307,0.2782,it cools, keep coins from degrading in quality or picking up marks or damage 
308,0.2782,it cools, ensure that a configuration item will not disappear or be damaged 
309,0.2782,it cools, ensure uninterrupted recording of mission-critical audio and video 
310,0.2782,it cools, preserve your boat 's finishes 
311,0.2782,it cools, achieve numerous benefits of server virtualization 
312,0.2782,it cools, preserve the quality and nutritional value of the foods you purchase 
313,0.2782,it cools, address this issue 
314,0.2782,it cools, put produces in a suitable environment to maintain the freshness and to extend the duration of its availability 
315,0.2782,it cools," serve as a reservoir to handle constant , sudden or unusually high demands for air/gas that can exceed the capacity of the "
316,0.2782,it cools, sedentism . 
317,0.2782,it cools, ensure a constant supply of needed goods any food or ingredient removed from its 
318,0.2782,it cools, minimize daytime noise pollution 
319,0.2782,it cools," helps to even out fluctuations in market supply , both from one season to the next and from one year to the next , by taking produce off the market in ... "
320,0.2782,it cools, prevent these damages from happening
321,0.1744,vapor,keep the planet 's temperature stable 
322,0.1744,vapor, cooling evaporation 
323,0.1744,vapor, concentrate a non-volatile solute from a solvent by 
324,0.1744,vapor, cooling 2 
325,0.1744,vapor, create weather outdoors 
326,0.1744,vapor, the water 's salt content to increase 
327,0.1744,vapor, contrary to popular belief 
328,0.1744,vapor, helps to ... 
329,0.1744,vapor, forget suboptimal solutions that gathered enough 
330,0.1744,vapor, maintain body temperature 
331,0.1744,vapor, mainly a water deficit
332,0.1744,liquid,keep the planet 's temperature stable 
333,0.1744,liquid, cooling evaporation 
334,0.1744,liquid, concentrate a non-volatile solute from a solvent by 
335,0.1744,liquid, cooling 2 
336,0.1744,liquid, create weather outdoors 
337,0.1744,liquid, the water 's salt content to increase 
338,0.1744,liquid, contrary to popular belief 
339,0.1744,liquid, helps to ... 
340,0.1744,liquid, forget suboptimal solutions that gathered enough 
341,0.1744,liquid, maintain body temperature 
342,0.1744,liquid, mainly a water deficit
343,0.1744,it cools,keep the planet 's temperature stable 
344,0.1744,it cools, cooling evaporation 
345,0.1744,it cools, concentrate a non-volatile solute from a solvent by 
346,0.1744,it cools, cooling 2 
347,0.1744,it cools, create weather outdoors 
348,0.1744,it cools, the water 's salt content to increase 
349,0.1744,it cools, contrary to popular belief 
350,0.1744,it cools, helps to ... 
351,0.1744,it cools, forget suboptimal solutions that gathered enough 
352,0.1744,it cools, maintain body temperature 
353,0.1744,it cools, mainly a water deficit
354,0.0003,chances,fit sensory systems to different environments 
355,0.0003,chances, identify how private engagement in adaptation can be maximized at minimal cost 
356,0.0003,chances, keep the retinal response to 
357,0.0003,chances, the decline of . 
358,0.0003,chances, the input to occur at different levels on the nonlinear curve . 
359,0.0003,chances, explain why happiness is often so hard to come by 
360,0.0003,chances, enable an hta agency in one country -lrb- or region or setting -rrb- to make use of an hta report produced elsewhere 
361,0.0003,chances," all primary lamellar chloride cells to become highly activated and , therefore , only one cell type , mature differentiated "
362,0.0003,chances, rebalance the 
363,0.0003,chances, maintain a high level of response sensitivity under different illuminations -lrb- or contrast -rrb- and stimulus conditions -lrb- contexts -rrb- 
364,0.0003,chances, a shift in the location of minimal spectral saturation toward the spectral locus of the adapting light 
365,0.0003,chances, demonstrate 
366,0.0003,chances," enable an hta agency in one setting to make use of an hta report produced elsewhere , thus saving time and money "
367,0.0003,chances," explain how individuals adapt to stressful , unexpected , and threatening situations "
368,0.0003,chances," fit the needs of a new population , location , language , or mode , or any combination of these -lrb- -lsb- 6 -rsb- -lsb- 7 -rsb- -lsb- 10 -rsb- ; ... "
369,0.0003,chances, guide to spatial adaptation 
370,0.0003,chances, the eye to increase its sensitivity in the dark .
371,0.0004,chances,break up a silhouette by blending a shape 's edges with its surroundings 
372,0.0004,chances, break up the human outline 
373,0.0004,chances, hide the object 's 
374,0.0004,chances," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
375,0.0004,chances, hide you 
376,0.0004,chances, reduce the odds that someone will 
377,0.0004,chances, any moving platoon to stop 
378,0.0004,chances, defeat 
379,0.0004,chances, persuade the enemy
380,0.8922,ice,drown out any little sounds that come from around the house 
381,0.8922,ice, show just how boring the never ending outside zones 
382,0.8922,ice," the weather modifying moves sunny day , rain dance , sandstorm , and hail to fail if used ; and causes the abilities drought , ... "
383,0.8922,ice," bring out the colours in grasses , flowers , buildings etc. "
384,0.8922,ice, provide financial support that will enable researchers to refine and strengthen technologies of promise 
385,0.8922,ice, what causes acid rain to form air pollution causes what gas causes ... 
386,0.8922,ice, street flooding in independence . 
387,0.8922,ice, dangerous weather conditions for travelers . 
388,0.8922,ice, wash pollen out of the air 
389,0.8922,ice, wash out the sap 
390,0.8922,ice, block out any distracing noise 
391,0.8922,ice, block out outside noises and noisy neighbours
392,0.0,ice,millions of dollars in damage each year . 
393,0.0,ice," approximately $ 1 billion in damage annually in the united states to houses , buildings , cars and crops . "
394,0.0,ice, reinforce the relative positions of 
395,0.0,ice," about $ 1 billion dollars in damage to crops and property each year , according to the national oceanic atmospheric administration -lrb- noaa -rrb- . "
396,0.0,ice," stampede at soccer match in nepal on mar 12 , 1988 . "
397,0.0,ice, protect grapes from fungal attacks b -rrb- too much heat can stop the vine from producing sugars 
398,0.0,ice, the tree to fall .
399,0.0002,ice,reflect the sun 's light and heat back to space 
400,0.0002,ice, is to : to strive for improved school nursing services fostering higher standards and increased availability of health services thereby ... 
401,0.0002,ice," create a sense of individual responsibility among nursing students , to deepen insight into nurse-patient relationships , to promote "
402,0.0002,ice, hazardous driving conditions in parts of wales 
403,0.0002,ice, keep the ground temperature even and the early freeze helps to produce some of the best icewine in the united 
404,0.0002,ice, slippery conditions on roadways including dozens of vehicles in a chain-reaction crash on kennedy . 
405,0.0002,ice," destroy the shell , which is advantageous for the germinating seedling "
406,0.0002,ice, uk weather chaos : as it happened . 
407,0.0002,ice, hold scent on the ground 
408,0.0002,ice," keep the plant insulated , as well as keeping the roots of the plant at a constant temperature "
409,0.0002,ice, blend this into the three-dimensional scenery 
410,0.0002,ice," improve the chances of a hunter spotting a deer and by using the wind , the chances of success will be improved "
411,0.0002,ice, pull the old ink out of the marker 
412,0.0002,ice, make the habits of wildlife much more apparent 
413,0.0002,ice, conceal the passage 
414,0.0002,ice, ameliorate 
415,0.0002,ice, chill the air 
416,0.0002,ice, reduce the annual shortage 
417,0.0002,ice," understand perception -lrb- the snows of today , the first canto from grnbein 's novel in verse , on snow"
418,0.25,thing,fit sensory systems to different environments 
419,0.25,thing, identify how private engagement in adaptation can be maximized at minimal cost 
420,0.25,thing, keep the retinal response to 
421,0.25,thing, the decline of . 
422,0.25,thing, the input to occur at different levels on the nonlinear curve . 
423,0.25,thing, explain why happiness is often so hard to come by 
424,0.25,thing, enable an hta agency in one country -lrb- or region or setting -rrb- to make use of an hta report produced elsewhere 
425,0.25,thing," all primary lamellar chloride cells to become highly activated and , therefore , only one cell type , mature differentiated "
426,0.25,thing, rebalance the 
427,0.25,thing, maintain a high level of response sensitivity under different illuminations -lrb- or contrast -rrb- and stimulus conditions -lrb- contexts -rrb- 
428,0.25,thing, a shift in the location of minimal spectral saturation toward the spectral locus of the adapting light 
429,0.25,thing, demonstrate 
430,0.25,thing," enable an hta agency in one setting to make use of an hta report produced elsewhere , thus saving time and money "
431,0.25,thing," explain how individuals adapt to stressful , unexpected , and threatening situations "
432,0.25,thing," fit the needs of a new population , location , language , or mode , or any combination of these -lrb- -lsb- 6 -rsb- -lsb- 7 -rsb- -lsb- 10 -rsb- ; ... "
433,0.25,thing, guide to spatial adaptation 
434,0.25,thing, the eye to increase its sensitivity in the dark .
435,0.0014,thing,break up a silhouette by blending a shape 's edges with its surroundings 
436,0.0014,thing, break up the human outline 
437,0.0014,thing, hide the object 's 
438,0.0014,thing," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
439,0.0014,thing, hide you 
440,0.0014,thing, reduce the odds that someone will 
441,0.0014,thing, any moving platoon to stop 
442,0.0014,thing, defeat 
443,0.0014,thing, persuade the enemy
444,0.036,one,bsod 0x9f and verifier.exe causes bsod 0xc4 
445,0.036,one, conserve energy during winter 
446,0.036,one, lower metabolism 
447,0.036,one, problems with windows and esxi by valarking ... 
448,0.036,one, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
449,0.036,one, slow down all of the body 's functions in order to 
450,0.036,one, no lasting brain injury and hibernating animals show relatively ... 
451,0.036,one, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
452,0.036,one, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
453,0.036,one, save battery life 
454,0.036,one, maintain the immune system
455,0.036,region,bsod 0x9f and verifier.exe causes bsod 0xc4 
456,0.036,region, conserve energy during winter 
457,0.036,region, lower metabolism 
458,0.036,region, problems with windows and esxi by valarking ... 
459,0.036,region, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
460,0.036,region, slow down all of the body 's functions in order to 
461,0.036,region, no lasting brain injury and hibernating animals show relatively ... 
462,0.036,region, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
463,0.036,region, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
464,0.036,region, save battery life 
465,0.036,region, maintain the immune system
466,0.5613,one,no lateral redistribution of energy in a region of near-zero velocity 
467,0.5613,one, make it possible for states 
468,0.5613,one, transfer income from those that immigration helps to those that it hurts 
469,0.5613,one, in this area of guatemala 
470,0.5613,one, dissipate local shocks 
471,0.5613,one, provide better assistance to those in need 
472,0.5613,one, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
473,0.5613,one," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
474,0.5613,one, secure your past ttcn-2 investments 
475,0.5613,one, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
476,0.5613,one," average wage decline of $ 1,700 . "
477,0.5613,one," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
478,0.5613,one, avoid starvation 
479,0.5613,one, understand in and out flow of migration in a state 
480,0.5613,one, remove artifacts in cigs 
481,0.5613,one, a number of problems for the 
482,0.5613,one, shed light on tajik labor migrants from an anthropological perspective 
483,0.5613,one, exposure of the pipeline in the dashed areas . 
484,0.5613,one, streamline and centralise your collection 
485,0.5613,one, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
486,0.5613,one, a loss of motile cilia in talpid . 
487,0.5613,one, correct this incongruity between rights and protections 
488,0.5613,one," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
489,0.5613,one," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
490,0.5613,one, erode traditional boundaries between languages 
491,0.5613,one, problems for society
492,0.5613,region,no lateral redistribution of energy in a region of near-zero velocity 
493,0.5613,region, make it possible for states 
494,0.5613,region, transfer income from those that immigration helps to those that it hurts 
495,0.5613,region, in this area of guatemala 
496,0.5613,region, dissipate local shocks 
497,0.5613,region, provide better assistance to those in need 
498,0.5613,region, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
499,0.5613,region," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
500,0.5613,region, secure your past ttcn-2 investments 
501,0.5613,region, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
502,0.5613,region," average wage decline of $ 1,700 . "
503,0.5613,region," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
504,0.5613,region, avoid starvation 
505,0.5613,region, understand in and out flow of migration in a state 
506,0.5613,region, remove artifacts in cigs 
507,0.5613,region, a number of problems for the 
508,0.5613,region, shed light on tajik labor migrants from an anthropological perspective 
509,0.5613,region, exposure of the pipeline in the dashed areas . 
510,0.5613,region, streamline and centralise your collection 
511,0.5613,region, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
512,0.5613,region, a loss of motile cilia in talpid . 
513,0.5613,region, correct this incongruity between rights and protections 
514,0.5613,region," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
515,0.5613,region," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
516,0.5613,region, erode traditional boundaries between languages 
517,0.5613,region, problems for society
518,0.0001,get traits,survive helps to teach participants to accomplish the swim to survive skills and standard in the shortest 
519,0.0001,get traits, similar to the ones they have evolved to survive
520,0.0001,parents,survive helps to teach participants to accomplish the swim to survive skills and standard in the shortest 
521,0.0001,parents, similar to the ones they have evolved to survive
522,0.2064,get traits,"ensure that t-annotated fields are appropriately flattened in the supertype , t. for an object type t , inherit -lrb- t , lq -rrb- calculates the join"
523,0.2064,parents,"ensure that t-annotated fields are appropriately flattened in the supertype , t. for an object type t , inherit -lrb- t , lq -rrb- calculates the join"
524,1.0,change,bsod 0x9f and verifier.exe causes bsod 0xc4 
525,1.0,change, conserve energy during winter 
526,1.0,change, lower metabolism 
527,1.0,change, problems with windows and esxi by valarking ... 
528,1.0,change, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
529,1.0,change, slow down all of the body 's functions in order to 
530,1.0,change, no lasting brain injury and hibernating animals show relatively ... 
531,1.0,change, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
532,1.0,change, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
533,1.0,change, save battery life 
534,1.0,change, maintain the immune system
535,0.8375,change,extract an absolute measure of the impact of 
536,0.8375,change, understand how well the defense acquisition system 
537,0.8375,change, improve the soil structure for healthy root growth of 
538,0.8375,change, gain insight into the individual 
539,0.8375,change, show how these ideals share many properties with the classical detreminantal ideals 
540,0.8375,change, observe how the dependency structure between the 
541,0.8375,change, determine what kinds of policies are better suited to improve the growth prospects of the banking sector
542,1.0,change,no lateral redistribution of energy in a region of near-zero velocity 
543,1.0,change, make it possible for states 
544,1.0,change, transfer income from those that immigration helps to those that it hurts 
545,1.0,change, in this area of guatemala 
546,1.0,change, dissipate local shocks 
547,1.0,change, provide better assistance to those in need 
548,1.0,change, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
549,1.0,change," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
550,1.0,change, secure your past ttcn-2 investments 
551,1.0,change, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
552,1.0,change," average wage decline of $ 1,700 . "
553,1.0,change," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
554,1.0,change, avoid starvation 
555,1.0,change, understand in and out flow of migration in a state 
556,1.0,change, remove artifacts in cigs 
557,1.0,change, a number of problems for the 
558,1.0,change, shed light on tajik labor migrants from an anthropological perspective 
559,1.0,change, exposure of the pipeline in the dashed areas . 
560,1.0,change, streamline and centralise your collection 
561,1.0,change, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
562,1.0,change, a loss of motile cilia in talpid . 
563,1.0,change, correct this incongruity between rights and protections 
564,1.0,change," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
565,1.0,change," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
566,1.0,change, erode traditional boundaries between languages 
567,1.0,change, problems for society
568,0.8375,change,keep this 
569,0.8375,change," considerable acceleration of senescence symptoms in the petals , such as discoloration , wilting , anthocyanin synthesis and abscission . "
570,0.8375,change, set seed in the ovaries of a plant 
571,0.8375,change, an increase of hydrophilic colloids in the column tissue 
572,0.8375,change, inbreeding depression for fruit and seed set . 
573,0.8375,change, an increase in the amount of peroxidase activity and in the number of cell layers involved in the rejection process 
574,0.8375,change, an alteration in the physical make-up of the organic farmer 's crops and prevents the farmer from recognizing ... 
575,0.8375,change, ensure the plant will produce as many high-quality 
576,0.8375,change, feed many other animals and birds in the food chain 
577,0.8375,change, increase the fitness and survival of plants by increasing genetic diversity 
578,0.8375,change, improve the yield in okra
579,0.0,sperm,replicate the plants enabling several gardeners to 
580,0.0,sperm," a number of forested areas to be covered by exact genetic duplicates of trees , even to the point of groups of trees ... "
581,0.0,sperm," the clinical symptoms associated with malaria , sexual reproduction "
582,0.0,sperm, massive growth within the population . 
583,0.0,sperm, establish the stability of the plant
584,0.0,sperm,keep this 
585,0.0,sperm, keep this trait stable in
586,0.0,sperm,make new 
587,0.0,sperm, is to -lrb- a -rrb- produce variable offspring -lrb- b -rrb- ... 
588,0.0,sperm, mix 
589,0.0,sperm, win a never ending arms race 
590,0.0,sperm, bring two different 
591,0.0,sperm, asexual individuals of a species to spread their genes faster into the population . 
592,0.0,sperm, make new individuals so 
593,0.0,sperm," produce offspring that are exactly the same , b -rrb- produce offspring that are different from each other and the parents "
594,0.0,sperm, diversify the speciesconduces to survival
595,0.0,sperm,a rapid deterioration of the seed stocks . 
596,0.0,sperm, its disappearance from the central portion of the transmitting
597,0.001,deep,bsod 0x9f and verifier.exe causes bsod 0xc4 
598,0.001,deep, conserve energy during winter 
599,0.001,deep, lower metabolism 
600,0.001,deep, problems with windows and esxi by valarking ... 
601,0.001,deep, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
602,0.001,deep, slow down all of the body 's functions in order to 
603,0.001,deep, no lasting brain injury and hibernating animals show relatively ... 
604,0.001,deep, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
605,0.001,deep, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
606,0.001,deep, save battery life 
607,0.001,deep, maintain the immune system
608,0.0004,deep,no lateral redistribution of energy in a region of near-zero velocity 
609,0.0004,deep, make it possible for states 
610,0.0004,deep, transfer income from those that immigration helps to those that it hurts 
611,0.0004,deep, in this area of guatemala 
612,0.0004,deep, dissipate local shocks 
613,0.0004,deep, provide better assistance to those in need 
614,0.0004,deep, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
615,0.0004,deep," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
616,0.0004,deep, secure your past ttcn-2 investments 
617,0.0004,deep, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
618,0.0004,deep," average wage decline of $ 1,700 . "
619,0.0004,deep," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
620,0.0004,deep, avoid starvation 
621,0.0004,deep, understand in and out flow of migration in a state 
622,0.0004,deep, remove artifacts in cigs 
623,0.0004,deep, a number of problems for the 
624,0.0004,deep, shed light on tajik labor migrants from an anthropological perspective 
625,0.0004,deep, exposure of the pipeline in the dashed areas . 
626,0.0004,deep, streamline and centralise your collection 
627,0.0004,deep, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
628,0.0004,deep, a loss of motile cilia in talpid . 
629,0.0004,deep, correct this incongruity between rights and protections 
630,0.0004,deep," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
631,0.0004,deep," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
632,0.0004,deep, erode traditional boundaries between languages 
633,0.0004,deep, problems for society
634,0.0019,deep,break up a silhouette by blending a shape 's edges with its surroundings 
635,0.0019,deep, break up the human outline 
636,0.0019,deep, hide the object 's 
637,0.0019,deep," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
638,0.0019,deep, hide you 
639,0.0019,deep, reduce the odds that someone will 
640,0.0019,deep, any moving platoon to stop 
641,0.0019,deep, defeat 
642,0.0019,deep, persuade the enemy
643,0.511,sex cells,a cell separation defect . 
644,0.511,sex cells, the cell to undergo death by mitotic catastrophe . 
645,0.511,sex cells, have a cell division which allows the cell to reproduce 
646,0.511,sex cells, distribute chromosomes that have been duplicated in s phase to opposite ends of the cell before cytokinesis -lrb- fig 
647,0.511,sex cells, division abnormalities .
648,0.0004,sex cells,each of the donor spouse and the consenting spouse to be treated as the transferor of one-half the gift for gst tax purposes . 
649,0.0004,sex cells, helps to even out the foam between the two beverages 
650,0.0004,sex cells, conserve bandwidth during broadcasts 
651,0.0004,sex cells, additional strong signals in the recorded wavefield 
652,0.0004,sex cells, cut down congestion a lot too 
653,0.0004,sex cells, reuse it 
654,0.0004,sex cells," extremes in how the self , the partner , and the relationship itself are subjectively experi - enced , what is idealized one minute may be ... "
655,0.0004,sex cells," changes in the substrate level s , and that e conditions this splitting "
656,0.0004,sex cells, obtain successful yu 
657,0.0004,sex cells, escape from unbearable situations 
658,0.0004,sex cells, take higher order nonlinearities of the measurement equation into account 
659,0.0004,sex cells, control cracking 
660,0.0004,sex cells, massive confusion in family and friends 
661,0.0004,sex cells, separate the two basic problems 
662,0.0004,sex cells, increased handoff - 
663,0.0004,sex cells, resolve it 
664,0.0004,sex cells, comparable splittings in the higher vibronic bands due to 
665,0.0004,sex cells, reduce the call blocking probability 
666,0.0004,sex cells, manage two kinds of ambivalence 
667,0.0004,sex cells, more nodes in the model and therefore also more theorem prover calls .
668,1.0,sex cells,prepare a cell that will be capable of sexual reproduction : able to combine with another haploid cell to make a new organism 
669,1.0,sex cells, micronuclei to form in gfp-tailswap pollen . 
670,1.0,sex cells, gvbd and formation of a central meiotic spindle which migrates towards the ... 
671,1.0,sex cells," both self-silencing and transsilencing of all dna homologous to it , whether "
672,1.0,sex cells, avoid de - leterious effects -lrb- king 1990 -rrb- 
673,1.0,sex cells," male sterility and , hence , a serious reduction in grain set -lrb- 3 , 10 -rrb- . "
674,1.0,sex cells, aneuploidy and embryo death in mice . 
675,1.0,sex cells, a transient block to completion of the meiosis i division and suppresses the inability of cdc28 '' '' strains to execute ... '' 
676,1.0,sex cells," infertility in humans and rodents , suggesting that removal of dna damages is an essential function of ... "
677,1.0,sex cells, understand the mechanisms behind many genetic disorders and cancer
678,0.1352,liquid,prevent waterlogging 
679,0.1352,liquid, cool down the plant surface during evaporation 
680,0.1352,liquid, the plants to wilt even if soil 
681,0.1352,liquid," absorbed water to pass from the roots to all parts of the plant , and ultimately out through the stomata on the leaf surface , where it is lost as ... "
682,0.1352,liquid, reduce leaf abscission 
683,0.1352,liquid, keep leaves and plants 
684,0.1352,liquid, cool plants in extremely high temperatures 
685,0.1352,liquid, a flow of water from roots to stem and leaves . 
686,0.1352,liquid, less cooling of leaves 
687,0.1352,liquid, heavy water -lrb- deuterium or 18o -rrb- enrichment in leaves 
688,0.1352,liquid, the water table to rise and fall continuously rather than as a step function 
689,0.1352,liquid, keep plants cool 
690,0.1352,liquid, resistance to transpiration 
691,0.1352,liquid," transient water deficit , therefore the most plants suffer at least regular and daily water shortages . "
692,0.1352,liquid, keep plant leaves from cooking in the sun
693,0.8823,liquid,more damage than inside condensation and not many people know about it . 
694,0.8823,liquid, alleviate this problem by shortening the effective length of the chromosome 
695,0.8823,liquid, make the spirit smooth 
696,0.8823,liquid, helps to ...
697,0.8823,liquid,"the protein to fall out of solution , at which time the interfering buffer can be removed and the protein resolubilized . "
698,0.8823,liquid, solve these problems 
699,0.8823,liquid," provide better tree health for the large energy demand during fertilization , cone enlargement , and seed ripening the following year "
700,0.8823,liquid, support many types of plants 
701,0.8823,liquid, predict the occurrences of 
702,0.8823,liquid, the glaciers to 
703,0.8823,liquid, save nad + required for complete removal of aldehyde from the soybean protein by aldehyde dehydrogenase 
704,0.8823,liquid," create this country '' `` s many rivers , some of which are prone to flooding , and besides this "
705,0.8823,liquid, provide an improved initial condition for ensemble forecasting in which convection can develop in accordance with the observations 
706,0.8823,liquid, generate sliding in glacial lakebed terrace deposits
707,0.1352,liquid,keep the planet 's temperature stable 
708,0.1352,liquid, cooling evaporation 
709,0.1352,liquid, concentrate a non-volatile solute from a solvent by 
710,0.1352,liquid, cooling 2 
711,0.1352,liquid, create weather outdoors 
712,0.1352,liquid, the water 's salt content to increase 
713,0.1352,liquid, contrary to popular belief 
714,0.1352,liquid, helps to ... 
715,0.1352,liquid, forget suboptimal solutions that gathered enough 
716,0.1352,liquid, maintain body temperature 
717,0.1352,liquid, mainly a water deficit
718,1.0,plant,severe seed and seedling damage 
719,1.0,plant, the seeds to become pre-digested amino acids and simple sugars . 
720,1.0,plant, increased seed and seedling mor - tality from damping-off in two legume species attacked by 
721,1.0,plant, increased seed and seedling mortality from damping-off in two legume species attacked by the 
722,1.0,plant, seed rot and plant population . 
723,1.0,plant, helps to 
724,1.0,plant," activate the already existing enzymes and create new , necessary enzymes , which are the main agents in the brewing process "
725,1.0,plant," eliminate erosion , slit seeding without organics "
726,1.0,plant, low plant population . 
727,1.0,plant, protect growing seedlings from invading pathogens and to manipu -
728,0.25,plant,"supply reaction heat rather than to restore a loss in catalytic activity , which is negligible "
729,0.25,plant," the doctor to be temporarily disoriented and weakened , both before and after . "
730,0.25,plant, get the most out of the energy that is necessarily used for driving 
