,entailScore,sentence1,sentence2
942,0.3116,water vapor, materials to become stick together due to the moisture whereas low humidity causes cracks and curls . 
943,0.3116,water vapor, beads of water to form on exterior walls . 
944,0.3116,water vapor, determine how rapidly temperatures drop 
945,0.3116,water vapor, determine what the moisture level in the slab will be once the flooring materials are installed 
946,0.3116,water vapor, dry air .
947,0.0019,oceans,chemical composition inhomogeneity of the amorphous phase . 
948,0.0019,oceans, offset this effect by moving more n atoms outside the streamer region 
949,0.0019,oceans, focus in on more probable scenarios 
950,0.0019,oceans, highly different amounts of particles to penetrate into the lower airways 
951,0.0019,oceans, uncover truthful answers to questions that may not have been fully 
952,0.0019,oceans," eliminate grease , oil and humidity retained on the steel surface by burning and/or . "
953,0.0019,oceans," less damage than does natural rain , and any damage caused by acid deposition occurs over a very long time . "
954,0.0019,oceans, blockage or rupture of blood vessels of the brain 
955,0.0019,oceans, out-of-plane distortion -lrb- i.e. 
956,0.0019,oceans, a decline of intra - and extraradical abundance of arbuscular mycorrhizal fungi and changes in microbial community ... 
957,0.0019,oceans," eutrophication -lrb- nutrient enrichment -rrb- of the forest ecosystem , with the result that organisms adapted to a severe nitrogen limitation ... "
958,0.0019,oceans, metastable structures . 
959,0.0019,oceans, liver damage 
960,0.0019,oceans, promote a strong nife -lrb- 111 -rrb- texture which leads to a similar enhancement in the nimn -lrb- 111 -rrb- peak intensity for the aforementioned 
961,0.0019,oceans, a decline of intra 
962,0.0019,oceans, radial growth of fibre cells in the maturation zone of elongating tall fescue leaf blades . 
963,0.0019,oceans, non homogeneous distribution of these parts on the substrate . 
964,0.0019,oceans, displacement of salt vertically and horizontally 
965,0.0019,oceans, elucidate changes in beach and nearshore geomorphology in response to different 
966,0.0019,oceans, water 
967,0.0019,oceans," dissociation of the inp bonds , while covering the surface with a continuous layer of "
968,0.0019,oceans, synthesize better quality copper nanostructures in the pore channels of 
969,0.0019,oceans," metals , some of them toxic , to leach out of the soil and accumulate in water and in the food chain . "
970,0.0019,oceans, synthesize better quality copper nanostructures in 
971,0.0019,oceans, identify the sand type 
972,0.0019,oceans, avoid unwanted local side effects 
973,0.0019,oceans," avoid micro loading effects , which locally influences the deposition rate and the ge content "
974,0.0019,oceans, eliminate schottky barrier of the contacts 
975,0.0019,oceans," rough surface , which is hard to bond by room temperature bonding . "
976,0.0019,oceans, promote adhesion of the sputtered film to the substrate during pcb
977,0.0,oceans,alleviate ethanol toxicity 
978,0.0,oceans, explain the exceptional growth performance of the japanese economy in the last hundred years 
979,0.0,oceans, creates balance in a production line and provides a higher net output 
980,0.0,oceans, neural tube deformation in rat ... 
981,0.0,oceans, initialize our statistical background edge distribution model without the necessity of motion free frames 
982,0.0,oceans," hyperactive nervous activity , which in turn causes severe convulsions , respiratory distress , copious membrane secretion , and ... "
983,0.0,oceans, helps to ... 
984,0.0,oceans, mitochondrial distribution . 
985,0.0,oceans, some great crises in the capitalist system.these crises threat the continuity and its own reproduction of the ... 
986,0.0,oceans, a decrease of photosynthesis by inhibiting rubisco activity in maize . 
987,0.0,oceans, wetter conditions along the outer edges . 
988,0.0,oceans, sewer blockages and overflows . 
989,0.0,oceans, correct for small variations in the profile observed for different urine samples 
990,0.0,oceans, wetter conditions along the 
991,0.0,oceans, mediate climate change 
992,0.0,oceans, increase precision of the approximate solution 
993,0.0,oceans, explain a number of empirical regularities that otherwise seem inconsistent with optimizing behavior 
994,0.0,oceans, a defect in . 
995,0.0,oceans, add specific postures 
996,0.0,oceans, conserve nitrogenous compounds and protect the plant against heavy metal stress 
997,0.0,oceans, a defect in purine biosynthesis : further characterization of ... 
998,0.0,oceans, mps iii 
999,0.0,oceans," excessive chromatin decondensation , stalling of the transcriptional machinery , and inhibition of ube3a ... "
1000,0.0,oceans, phytotoxicity 
1001,0.0,oceans, breakdown of the blood-retinal barrier . 
1002,0.0,oceans, sparking internally within the system 
1003,0.0,oceans," strong material melting , that affect detrimentally the processing quality . "
1004,0.0,oceans, melting thus preventing the high level of precision achievable at lower 
1005,0.0,oceans, ensure long term survival after drought stock loss 
1006,0.0,oceans, ensure long term survival after drought stock loss 4
1007,0.0,oceans,drown out any little sounds that come from around the house 
1008,0.0,oceans, show just how boring the never ending outside zones 
1009,0.0,oceans," the weather modifying moves sunny day , rain dance , sandstorm , and hail to fail if used ; and causes the abilities drought , ... "
1010,0.0,oceans," bring out the colours in grasses , flowers , buildings etc. "
1011,0.0,oceans, provide financial support that will enable researchers to refine and strengthen technologies of promise 
1012,0.0,oceans, what causes acid rain to form air pollution causes what gas causes ... 
1013,0.0,oceans, street flooding in independence . 
1014,0.0,oceans, dangerous weather conditions for travelers . 
1015,0.0,oceans, wash pollen out of the air 
1016,0.0,oceans, wash out the sap 
1017,0.0,oceans, block out any distracing noise 
1018,0.0,oceans, block out outside noises and noisy neighbours
1019,0.0158,predators,map our objects to the relational database 
1020,0.0158,predators," is to abstract the database , so hibernate is a dal , like jooq "
1021,0.0158,predators, decouple the application from the database 
1022,0.0158,predators, a not null constraint violation 
1023,0.0158,predators," develop persistent objects following common java idiom - including association , inheritance , polymorphism , composition and the java "
1024,0.0158,predators, this issue 
1025,0.0158,predators, is to abstract the relational database . 
1026,0.0158,predators, get rid of complex and tedious
1027,0.0172,predators,break up a silhouette by blending a shape 's edges with its surroundings 
1028,0.0172,predators, break up the human outline 
1029,0.0172,predators, hide the object 's 
1030,0.0172,predators," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
1031,0.0172,predators, hide you 
1032,0.0172,predators, reduce the odds that someone will 
1033,0.0172,predators, any moving platoon to stop 
1034,0.0172,predators, defeat 
1035,0.0172,predators, persuade the enemy
1036,0.0,particles,"the degradation of water quality , as well as destruction of ecosystems . "
1037,0.0,particles, enhance the filtration process by removing particulates 
1038,0.0,particles, form fossils 
1039,0.0,particles, show dna damage in proliferating cells after exposure to volatile anesthetics or therapeutic gases 
1040,0.0,particles, widespread damage to waterways in the united states . 
1041,0.0,particles, complete this step
1042,0.0026,particles,prevent the loss of organic matter and plant nutrients 
1043,0.0026,particles, both '' `` on-site '' '' and '' `` off-site '' '' problems . '' 
1044,0.0026,particles, small bowel obstruction : a rare complication of laparoscopic inguinal hernia repair : ... 
1045,0.0026,particles, control its height 
1046,0.0026,particles, food insecurity due to poor agricultural 
1047,0.0026,particles," deepening of the nearshore and that allows larger waves and wave energy to reach the shore , leading to more bluff erosion . "
1048,0.0026,particles," significant tooth wear and thereby dentine exposure at all sites on the anatomical crowns of the teeth and , particularly , in the cervical ... "
1049,0.0026,particles," has been addressed in many studies -lrb- van rijin , 2011 , dean and dalrymple , 2013 and pranzini and williams , 2013 -rrb- , ... "
1050,0.0026,particles, sidewalk pocket the abc action news app brings you the latest trusted news and information . 
1051,0.0026,particles," no clinical discoloration or softening of the tooth surface and is , therefore , in the clinical situation , difficult to detect ..."
1052,0.0092,particles,"is to breakdown the earth 's soil , rocks , and minerals . "
1053,0.0092,particles, fragmentation of rock 
1054,0.0092,particles, reduce the gradient and increase the width of wave-cut surfaces 
1055,0.0092,particles, turn rocks into soil 
1056,0.0092,particles," addition to al , feiii , "
1057,0.0092,particles, achieve stability under surface conditions 
1058,0.0092,particles," billions of dollars in product damage every year , including color change "
1059,0.0092,particles, its component elements
1060,0.0005,rises,keep the planet 's temperature stable 
1061,0.0005,rises, cooling evaporation 
1062,0.0005,rises, concentrate a non-volatile solute from a solvent by 
1063,0.0005,rises, cooling 2 
1064,0.0005,rises, create weather outdoors 
1065,0.0005,rises, the water 's salt content to increase 
1066,0.0005,rises, contrary to popular belief 
1067,0.0005,rises, helps to ... 
1068,0.0005,rises, forget suboptimal solutions that gathered enough 
1069,0.0005,rises, maintain body temperature 
1070,0.0005,rises, mainly a water deficit
1071,0.0,rises,more damage than inside condensation and not many people know about it . 
1072,0.0,rises, alleviate this problem by shortening the effective length of the chromosome 
1073,0.0,rises, make the spirit smooth 
1074,0.0,rises, helps to ...
1075,0.0007,rises,"the protein to fall out of solution , at which time the interfering buffer can be removed and the protein resolubilized . "
1076,0.0007,rises, solve these problems 
1077,0.0007,rises," provide better tree health for the large energy demand during fertilization , cone enlargement , and seed ripening the following year "
1078,0.0007,rises, support many types of plants 
1079,0.0007,rises, predict the occurrences of 
1080,0.0007,rises, the glaciers to 
1081,0.0007,rises, save nad + required for complete removal of aldehyde from the soybean protein by aldehyde dehydrogenase 
1082,0.0007,rises," create this country '' `` s many rivers , some of which are prone to flooding , and besides this "
1083,0.0007,rises, provide an improved initial condition for ensemble forecasting in which convection can develop in accordance with the observations 
1084,0.0007,rises, generate sliding in glacial lakebed terrace deposits
1085,1.0,rises,prevent waterlogging 
1086,1.0,rises, cool down the plant surface during evaporation 
1087,1.0,rises, the plants to wilt even if soil 
1088,1.0,rises," absorbed water to pass from the roots to all parts of the plant , and ultimately out through the stomata on the leaf surface , where it is lost as ... "
1089,1.0,rises, reduce leaf abscission 
1090,1.0,rises, keep leaves and plants 
1091,1.0,rises, cool plants in extremely high temperatures 
1092,1.0,rises, a flow of water from roots to stem and leaves . 
1093,1.0,rises, less cooling of leaves 
1094,1.0,rises, heavy water -lrb- deuterium or 18o -rrb- enrichment in leaves 
1095,1.0,rises, the water table to rise and fall continuously rather than as a step function 
1096,1.0,rises, keep plants cool 
1097,1.0,rises, resistance to transpiration 
1098,1.0,rises," transient water deficit , therefore the most plants suffer at least regular and daily water shortages . "
1099,1.0,rises, keep plant leaves from cooking in the sun
1100,0.0,carbon dioxide,economic affordable ... 
1101,0.0,carbon dioxide, reduce fertilizer needs 
1102,0.0,carbon dioxide, fixed nitrogen 
1103,0.0,carbon dioxide," yield reduction by restricting nitrogen -lrb- n -rrb- used for protein production , which is critical ... "
1104,0.0,carbon dioxide, the total nitrogen concentration 
1105,0.0,carbon dioxide, ammonia
1106,1.0,carbon dioxide,less dissolved oxygen to be ... 
1107,1.0,carbon dioxide, convert the energy in photons -lrb- the infinitesimally small packets of energy that make up light -rrb- into the chemical bonds of 
1108,1.0,carbon dioxide," oxidative damage to the primary nitrogen fixing protein , nitrogenase , that "
1109,1.0,carbon dioxide, change inorganic carbon -lrb- co2 -rrb- into organic -lrb- ch4 -rrb- 
1110,1.0,carbon dioxide, mitigate the carbon dioxide emitted from using biodiesel so there is no net 
1111,1.0,carbon dioxide, mitigate the carbon dioxide emitted during the burning of biodiesel
1112,0.0,carbon dioxide,keep the planet 's temperature stable 
1113,0.0,carbon dioxide, cooling evaporation 
1114,0.0,carbon dioxide, concentrate a non-volatile solute from a solvent by 
1115,0.0,carbon dioxide, cooling 2 
1116,0.0,carbon dioxide, create weather outdoors 
1117,0.0,carbon dioxide, the water 's salt content to increase 
1118,0.0,carbon dioxide, contrary to popular belief 
1119,0.0,carbon dioxide, helps to ... 
1120,0.0,carbon dioxide, forget suboptimal solutions that gathered enough 
1121,0.0,carbon dioxide, maintain body temperature 
1122,0.0,carbon dioxide, mainly a water deficit
1123,1.0,cells,a cell separation defect . 
1124,1.0,cells, the cell to undergo death by mitotic catastrophe . 
1125,1.0,cells, have a cell division which allows the cell to reproduce 
1126,1.0,cells, distribute chromosomes that have been duplicated in s phase to opposite ends of the cell before cytokinesis -lrb- fig 
1127,1.0,cells, division abnormalities .
1128,1.0,cells,prepare a cell that will be capable of sexual reproduction : able to combine with another haploid cell to make a new organism 
1129,1.0,cells, micronuclei to form in gfp-tailswap pollen . 
1130,1.0,cells, gvbd and formation of a central meiotic spindle which migrates towards the ... 
1131,1.0,cells," both self-silencing and transsilencing of all dna homologous to it , whether "
1132,1.0,cells, avoid de - leterious effects -lrb- king 1990 -rrb- 
1133,1.0,cells," male sterility and , hence , a serious reduction in grain set -lrb- 3 , 10 -rrb- . "
1134,1.0,cells, aneuploidy and embryo death in mice . 
1135,1.0,cells, a transient block to completion of the meiosis i division and suppresses the inability of cdc28 '' '' strains to execute ... '' 
1136,1.0,cells," infertility in humans and rodents , suggesting that removal of dna damages is an essential function of ... "
1137,1.0,cells, understand the mechanisms behind many genetic disorders and cancer
1138,0.0104,female cell,replicate the plants enabling several gardeners to 
1139,0.0104,female cell," a number of forested areas to be covered by exact genetic duplicates of trees , even to the point of groups of trees ... "
1140,0.0104,female cell," the clinical symptoms associated with malaria , sexual reproduction "
1141,0.0104,female cell, massive growth within the population . 
1142,0.0104,female cell, establish the stability of the plant
1143,0.5109,female cell,a cell separation defect . 
1144,0.5109,female cell, the cell to undergo death by mitotic catastrophe . 
1145,0.5109,female cell, have a cell division which allows the cell to reproduce 
1146,0.5109,female cell, distribute chromosomes that have been duplicated in s phase to opposite ends of the cell before cytokinesis -lrb- fig 
1147,0.5109,female cell, division abnormalities .
1148,0.0005,female cell,make new 
1149,0.0005,female cell, is to -lrb- a -rrb- produce variable offspring -lrb- b -rrb- ... 
1150,0.0005,female cell, mix 
1151,0.0005,female cell, win a never ending arms race 
1152,0.0005,female cell, bring two different 
1153,0.0005,female cell, asexual individuals of a species to spread their genes faster into the population . 
1154,0.0005,female cell, make new individuals so 
1155,0.0005,female cell," produce offspring that are exactly the same , b -rrb- produce offspring that are different from each other and the parents "
1156,0.0005,female cell, diversify the speciesconduces to survival
1157,0.2631,liquid changes,maintain balance 
1158,0.2631,liquid changes, maintain the balance 
1159,0.2631,liquid changes, illustrate how the water cycle helps to purify water 
1160,0.2631,liquid changes, regulate the earth 's temperature 
1161,0.2631,liquid changes, purify water 
1162,0.2631,liquid changes, the water droplets to form on the glass cover ? 
1163,0.2631,liquid changes," rapid darkening of incandescent lamp bulbs , and ... "
1164,0.2631,liquid changes, explain how trees generate local and regional cooling through evapotranspiration
1165,0.2631,gas,maintain balance 
1166,0.2631,gas, maintain the balance 
1167,0.2631,gas, illustrate how the water cycle helps to purify water 
1168,0.2631,gas, regulate the earth 's temperature 
1169,0.2631,gas, purify water 
1170,0.2631,gas, the water droplets to form on the glass cover ? 
1171,0.2631,gas," rapid darkening of incandescent lamp bulbs , and ... "
1172,0.2631,gas, explain how trees generate local and regional cooling through evapotranspiration
1173,0.603,liquid changes,more damage than inside condensation and not many people know about it . 
1174,0.603,liquid changes, alleviate this problem by shortening the effective length of the chromosome 
1175,0.603,liquid changes, make the spirit smooth 
1176,0.603,liquid changes, helps to ...
1177,0.603,gas,more damage than inside condensation and not many people know about it . 
1178,0.603,gas, alleviate this problem by shortening the effective length of the chromosome 
1179,0.603,gas, make the spirit smooth 
1180,0.603,gas, helps to ...
1181,0.1127,liquid changes,keep the planet 's temperature stable 
1182,0.1127,liquid changes, cooling evaporation 
1183,0.1127,liquid changes, concentrate a non-volatile solute from a solvent by 
1184,0.1127,liquid changes, cooling 2 
1185,0.1127,liquid changes, create weather outdoors 
1186,0.1127,liquid changes, the water 's salt content to increase 
1187,0.1127,liquid changes, contrary to popular belief 
1188,0.1127,liquid changes, helps to ... 
1189,0.1127,liquid changes, forget suboptimal solutions that gathered enough 
1190,0.1127,liquid changes, maintain body temperature 
1191,0.1127,liquid changes, mainly a water deficit
1192,0.1127,gas,keep the planet 's temperature stable 
1193,0.1127,gas, cooling evaporation 
1194,0.1127,gas, concentrate a non-volatile solute from a solvent by 
1195,0.1127,gas, cooling 2 
1196,0.1127,gas, create weather outdoors 
1197,0.1127,gas, the water 's salt content to increase 
1198,0.1127,gas, contrary to popular belief 
1199,0.1127,gas, helps to ... 
1200,0.1127,gas, forget suboptimal solutions that gathered enough 
1201,0.1127,gas, maintain body temperature 
1202,0.1127,gas, mainly a water deficit
1203,0.0,gas,more damage than inside condensation and not many people know about it . 
1204,0.0,gas, alleviate this problem by shortening the effective length of the chromosome 
1205,0.0,gas, make the spirit smooth 
1206,0.0,gas, helps to ...
1207,0.0,called,more damage than inside condensation and not many people know about it . 
1208,0.0,called, alleviate this problem by shortening the effective length of the chromosome 
1209,0.0,called, make the spirit smooth 
1210,0.0,called, helps to ...
1211,0.0001,gas,keep the planet 's temperature stable 
1212,0.0001,gas, cooling evaporation 
1213,0.0001,gas, concentrate a non-volatile solute from a solvent by 
1214,0.0001,gas, cooling 2 
1215,0.0001,gas, create weather outdoors 
1216,0.0001,gas, the water 's salt content to increase 
1217,0.0001,gas, contrary to popular belief 
1218,0.0001,gas, helps to ... 
1219,0.0001,gas, forget suboptimal solutions that gathered enough 
1220,0.0001,gas, maintain body temperature 
1221,0.0001,gas, mainly a water deficit
1222,0.0001,called,keep the planet 's temperature stable 
1223,0.0001,called, cooling evaporation 
1224,0.0001,called, concentrate a non-volatile solute from a solvent by 
1225,0.0001,called, cooling 2 
1226,0.0001,called, create weather outdoors 
1227,0.0001,called, the water 's salt content to increase 
1228,0.0001,called, contrary to popular belief 
1229,0.0001,called, helps to ... 
1230,0.0001,called, forget suboptimal solutions that gathered enough 
1231,0.0001,called, maintain body temperature 
1232,0.0001,called, mainly a water deficit
1233,0.0003,between,maintain balance 
1234,0.0003,between, maintain the balance 
1235,0.0003,between, illustrate how the water cycle helps to purify water 
1236,0.0003,between, regulate the earth 's temperature 
1237,0.0003,between, purify water 
1238,0.0003,between, the water droplets to form on the glass cover ? 
1239,0.0003,between," rapid darkening of incandescent lamp bulbs , and ... "
1240,0.0003,between, explain how trees generate local and regional cooling through evapotranspiration
1241,0.0003,surface,maintain balance 
1242,0.0003,surface, maintain the balance 
1243,0.0003,surface, illustrate how the water cycle helps to purify water 
1244,0.0003,surface, regulate the earth 's temperature 
1245,0.0003,surface, purify water 
1246,0.0003,surface, the water droplets to form on the glass cover ? 
1247,0.0003,surface," rapid darkening of incandescent lamp bulbs , and ... "
1248,0.0003,surface, explain how trees generate local and regional cooling through evapotranspiration
1249,0.139,between,more damage than inside condensation and not many people know about it . 
1250,0.139,between, alleviate this problem by shortening the effective length of the chromosome 
1251,0.139,between, make the spirit smooth 
1252,0.139,between, helps to ...
1253,0.139,surface,more damage than inside condensation and not many people know about it . 
1254,0.139,surface, alleviate this problem by shortening the effective length of the chromosome 
1255,0.139,surface, make the spirit smooth 
1256,0.139,surface, helps to ...
1257,0.0,between,keep the planet 's temperature stable 
1258,0.0,between, cooling evaporation 
1259,0.0,between, concentrate a non-volatile solute from a solvent by 
1260,0.0,between, cooling 2 
1261,0.0,between, create weather outdoors 
1262,0.0,between, the water 's salt content to increase 
1263,0.0,between, contrary to popular belief 
1264,0.0,between, helps to ... 
1265,0.0,between, forget suboptimal solutions that gathered enough 
1266,0.0,between, maintain body temperature 
1267,0.0,between, mainly a water deficit
1268,0.0,surface,keep the planet 's temperature stable 
1269,0.0,surface, cooling evaporation 
1270,0.0,surface, concentrate a non-volatile solute from a solvent by 
1271,0.0,surface, cooling 2 
1272,0.0,surface, create weather outdoors 
1273,0.0,surface, the water 's salt content to increase 
1274,0.0,surface, contrary to popular belief 
1275,0.0,surface, helps to ... 
1276,0.0,surface, forget suboptimal solutions that gathered enough 
1277,0.0,surface, maintain body temperature 
1278,0.0,surface, mainly a water deficit
1279,0.0,water vapor,more damage than inside condensation and not many people know about it . 
1280,0.0,water vapor, alleviate this problem by shortening the effective length of the chromosome 
1281,0.0,water vapor, make the spirit smooth 
1282,0.0,water vapor, helps to ...
1283,0.0027,water vapor,"hazardous situations as it is easy to trip over kick-scooters and/or bicycles , or drive over them with a car . "
1284,0.0027,water vapor," difficult pouring : when improperly stored at ambient temperature , kegs of draught beer will warm quickly and become difficult to pour in ... "
1285,0.0027,water vapor, solve multiple problems 
1286,0.0027,water vapor," a format that can be used to support both data publication and analysis , including "
1287,0.0027,water vapor, fulfill these requirements by offering three copy services premium features 
1288,0.0027,water vapor, transcend these challenges 
1289,0.0027,water vapor, store your capsules easily 
1290,0.0027,water vapor, data corruption . 
1291,0.0027,water vapor, manage temporary supply chain disruptions and lng transit times 
1292,0.0027,water vapor, joint stiffening and swelling and complex skeletal deformities known as dysostosis multiplex . 
1293,0.0027,water vapor, protect it and makes retrieving it later much easier 
1294,0.0027,water vapor, a severe suppression in the voltage of the foam positive electrode . 
1295,0.0027,water vapor, obtain or raise loans by providing collateral security of the goods stored 
1296,0.0027,water vapor, address renewable energy intermittency 
1297,0.0027,water vapor, to the 
1298,0.0027,water vapor," organize hand tools , parts , power tools , etc. "
1299,0.0027,water vapor," maintain a satisfactory level of service as demand varies with the time of day , to ensure continued service during "
1300,0.0027,water vapor, address many of the performance issues associated with virtualized data centers 
1301,0.0027,water vapor, keep coins from degrading in quality or picking up marks or damage 
1302,0.0027,water vapor, ensure that a configuration item will not disappear or be damaged 
1303,0.0027,water vapor, ensure uninterrupted recording of mission-critical audio and video 
1304,0.0027,water vapor, preserve your boat 's finishes 
1305,0.0027,water vapor, achieve numerous benefits of server virtualization 
1306,0.0027,water vapor, preserve the quality and nutritional value of the foods you purchase 
1307,0.0027,water vapor, address this issue 
1308,0.0027,water vapor, put produces in a suitable environment to maintain the freshness and to extend the duration of its availability 
1309,0.0027,water vapor," serve as a reservoir to handle constant , sudden or unusually high demands for air/gas that can exceed the capacity of the "
1310,0.0027,water vapor, sedentism . 
1311,0.0027,water vapor, ensure a constant supply of needed goods any food or ingredient removed from its 
1312,0.0027,water vapor, minimize daytime noise pollution 
1313,0.0027,water vapor," helps to even out fluctuations in market supply , both from one season to the next and from one year to the next , by taking produce off the market in ... "
1314,0.0027,water vapor, prevent these damages from happening
1315,0.2045,water vapor,keep the planet 's temperature stable 
1316,0.2045,water vapor, cooling evaporation 
1317,0.2045,water vapor, concentrate a non-volatile solute from a solvent by 
1318,0.2045,water vapor, cooling 2 
1319,0.2045,water vapor, create weather outdoors 
1320,0.2045,water vapor, the water 's salt content to increase 
1321,0.2045,water vapor, contrary to popular belief 
1322,0.2045,water vapor, helps to ... 
1323,0.2045,water vapor, forget suboptimal solutions that gathered enough 
1324,0.2045,water vapor, maintain body temperature 
1325,0.2045,water vapor, mainly a water deficit
1326,0.1932,water vapor,"the protein to fall out of solution , at which time the interfering buffer can be removed and the protein resolubilized . "
1327,0.1932,water vapor, solve these problems 
1328,0.1932,water vapor," provide better tree health for the large energy demand during fertilization , cone enlargement , and seed ripening the following year "
1329,0.1932,water vapor, support many types of plants 
1330,0.1932,water vapor, predict the occurrences of 
1331,0.1932,water vapor, the glaciers to 
1332,0.1932,water vapor, save nad + required for complete removal of aldehyde from the soybean protein by aldehyde dehydrogenase 
1333,0.1932,water vapor," create this country '' `` s many rivers , some of which are prone to flooding , and besides this "
1334,0.1932,water vapor, provide an improved initial condition for ensemble forecasting in which convection can develop in accordance with the observations 
1335,0.1932,water vapor, generate sliding in glacial lakebed terrace deposits
1336,0.0,water vapor,more damage than inside condensation and not many people know about it . 
1337,0.0,water vapor, alleviate this problem by shortening the effective length of the chromosome 
1338,0.0,water vapor, make the spirit smooth 
1339,0.0,water vapor, helps to ...
1340,0.0027,water vapor,"hazardous situations as it is easy to trip over kick-scooters and/or bicycles , or drive over them with a car . "
1341,0.0027,water vapor," difficult pouring : when improperly stored at ambient temperature , kegs of draught beer will warm quickly and become difficult to pour in ... "
1342,0.0027,water vapor, solve multiple problems 
1343,0.0027,water vapor," a format that can be used to support both data publication and analysis , including "
1344,0.0027,water vapor, fulfill these requirements by offering three copy services premium features 
1345,0.0027,water vapor, transcend these challenges 
1346,0.0027,water vapor, store your capsules easily 
1347,0.0027,water vapor, data corruption . 
1348,0.0027,water vapor, manage temporary supply chain disruptions and lng transit times 
1349,0.0027,water vapor, joint stiffening and swelling and complex skeletal deformities known as dysostosis multiplex . 
1350,0.0027,water vapor, protect it and makes retrieving it later much easier 
1351,0.0027,water vapor, a severe suppression in the voltage of the foam positive electrode . 
1352,0.0027,water vapor, obtain or raise loans by providing collateral security of the goods stored 
1353,0.0027,water vapor, address renewable energy intermittency 
1354,0.0027,water vapor, to the 
1355,0.0027,water vapor," organize hand tools , parts , power tools , etc. "
1356,0.0027,water vapor," maintain a satisfactory level of service as demand varies with the time of day , to ensure continued service during "
1357,0.0027,water vapor, address many of the performance issues associated with virtualized data centers 
1358,0.0027,water vapor, keep coins from degrading in quality or picking up marks or damage 
1359,0.0027,water vapor, ensure that a configuration item will not disappear or be damaged 
1360,0.0027,water vapor, ensure uninterrupted recording of mission-critical audio and video 
1361,0.0027,water vapor, preserve your boat 's finishes 
1362,0.0027,water vapor, achieve numerous benefits of server virtualization 
1363,0.0027,water vapor, preserve the quality and nutritional value of the foods you purchase 
1364,0.0027,water vapor, address this issue 
1365,0.0027,water vapor, put produces in a suitable environment to maintain the freshness and to extend the duration of its availability 
1366,0.0027,water vapor," serve as a reservoir to handle constant , sudden or unusually high demands for air/gas that can exceed the capacity of the "
1367,0.0027,water vapor, sedentism . 
1368,0.0027,water vapor, ensure a constant supply of needed goods any food or ingredient removed from its 
1369,0.0027,water vapor, minimize daytime noise pollution 
1370,0.0027,water vapor," helps to even out fluctuations in market supply , both from one season to the next and from one year to the next , by taking produce off the market in ... "
1371,0.0027,water vapor, prevent these damages from happening
1372,0.2045,water vapor,keep the planet 's temperature stable 
1373,0.2045,water vapor, cooling evaporation 
1374,0.2045,water vapor, concentrate a non-volatile solute from a solvent by 
1375,0.2045,water vapor, cooling 2 
1376,0.2045,water vapor, create weather outdoors 
1377,0.2045,water vapor, the water 's salt content to increase 
1378,0.2045,water vapor, contrary to popular belief 
1379,0.2045,water vapor, helps to ... 
1380,0.2045,water vapor, forget suboptimal solutions that gathered enough 
1381,0.2045,water vapor, maintain body temperature 
1382,0.2045,water vapor, mainly a water deficit
1383,0.0,relationship,less dissolved oxygen to be ... 
1384,0.0,relationship, convert the energy in photons -lrb- the infinitesimally small packets of energy that make up light -rrb- into the chemical bonds of 
1385,0.0,relationship," oxidative damage to the primary nitrogen fixing protein , nitrogenase , that "
1386,0.0,relationship, change inorganic carbon -lrb- co2 -rrb- into organic -lrb- ch4 -rrb- 
1387,0.0,relationship, mitigate the carbon dioxide emitted from using biodiesel so there is no net 
1388,0.0,relationship, mitigate the carbon dioxide emitted during the burning of biodiesel
1389,0.9234,relationship,overcome dualisms between subject and object 
1390,0.9234,relationship, improve plant health as well as water and mineral nutrition 
1391,0.9234,relationship, speciation 
1392,0.9234,relationship, create an improved biotic 
1393,0.9234,relationship, sustain the coral ecosystem 
1394,0.9234,relationship, dramatic morphological and physiological changes in the cyanobacterium . 
1395,0.9234,relationship, create the reef community 
1396,0.9234,relationship, problems for neo-darwinism in that whatever the ... 
1397,0.9234,relationship," intermittent problems , but more commonly the two areas of law function in comfortable tandem . "
1398,0.9234,relationship, physiological changes that profoundly affects the growth and survival of the host plant . 
1399,0.9234,relationship, take all stakeholders into account 
1400,0.9234,relationship, uncover mechanisms in the am 
1401,0.9234,relationship," cultivate nature awareness , cultural symbiosis helps to find the shared benefits in cultural diversity "
1402,0.9234,relationship, deliver comprehensive pediatric occupational therapy intervention within a fun and therapeutic environment by creating an 
1403,0.9234,relationship, stabilize a healthy environment 
1404,0.9234,relationship," the coral and the colorful zooxanthellae to separate , revealing the coral 's calcified skeleton . "
1405,0.9234,relationship, encourage people to both become users of the warning system and to contribute data to the system 
1406,0.9234,relationship, him to deny that there is early 
1407,0.9234,relationship, name the sociolegal dynamics that structure and drive the political economies of multidimensional sociolegal relations of 
1408,0.9234,relationship, make the kalundborg refinery exceedingly energy-efficient 
1409,0.9234,relationship, bridge the gap between jobs and good times
1410,0.0717,liquid,earthy id impulses to be channeled into refined and civilized behavior . 
1411,0.0717,liquid, food to ... 
1412,0.0717,liquid, about 1 water molecule to be etched away each time the specimen is irradiated with a dose of 100 electrons at 100 kv .
1413,0.0717,gas,earthy id impulses to be channeled into refined and civilized behavior . 
1414,0.0717,gas, food to ... 
1415,0.0717,gas, about 1 water molecule to be etched away each time the specimen is irradiated with a dose of 100 electrons at 100 kv .
1416,0.4684,liquid,more damage than inside condensation and not many people know about it . 
1417,0.4684,liquid, alleviate this problem by shortening the effective length of the chromosome 
